"Player,Runs_bat,4s_bat,6s_bat,Strike Rate_x,Wickets,Maidens,Overs,Economy,Dots,Fielder_Catch,Fielder_Stumping,Fielder_Runout,Fantasy_Points,Player_Role"
"rahul chahar,114.0,11.0,5.0,22.06392857142857,50.0,1.0,186.4,7.904285714285714,375.0,0.0,0.0,0.0,1397.0,Unknown"
"rahul tewatia,902.0,73.0,44.0,119.85881355932203,17.0,0.0,74.1,4.201525423728813,131.0,0.0,0.0,0.0,1488.0,Batsman"
"rahul tripathi,1478.0,149.0,57.0,129.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.0,Batsman"
"raj bawa,11.0,1.0,0.0,42.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Batsman"
"rajat patidar,395.0,21.0,33.0,150.96615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,Batsman"
"rajvardhan hangargekar,0.0,0.0,0.0,0.0,3.0,0.0,6.0,10.5,14.0,0.0,0.0,0.0,75.0,Unknown"
"ramandeep singh,170.0,8.0,13.0,159.6442857142857,6.0,0.0,6.4,2.8328571428571427,13.0,0.0,0.0,0.0,354.0,Batsman"
"rashid khan,401.0,32.0,26.0,64.2650704225352,81.0,0.0,253.9,6.6080281690140845,555.0,0.0,0.0,0.0,2510.0,Bowler"
"rashid khan (c),40.0,2.0,3.0,190.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,Batsman"
"rasikh salam,35.0,5.0,0.0,59.999,9.0,0.0,28.3,10.532,50.0,0.0,0.0,0.0,265.0,Batsman"
"rassie van der dussen,22.0,2.0,0.0,93.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Batsman"
"ravi bishnoi,25.0,1.0,0.0,15.360999999999999,55.0,1.0,203.7,7.548166666666666,444.0,0.0,0.0,0.0,1413.0,Bowler"
"ravichandran ashwin,425.0,29.0,18.0,69.36954545454546,45.0,0.0,232.0,7.470151515151515,423.0,0.0,0.0,0.0,1615.0,Batsman"
"ravindra jadeja,920.0,74.0,37.0,113.96507692307692,44.0,0.0,189.8,7.678615384615385,343.0,0.0,0.0,0.0,2168.0,Batsman"
"ravindra jadeja (c),112.0,6.0,5.0,98.3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,Batsman"
"reece topley,3.0,0.0,0.0,10.0,5.0,0.0,17.0,10.366,38.0,0.0,0.0,0.0,128.0,Bowler"
"richard gleeson,2.0,0.0,0.0,50.0,1.0,0.0,7.5,9.035,20.0,0.0,0.0,0.0,27.0,Bowler"
"ricky bhui,3.0,0.0,0.0,21.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Batsman"
"rilee rossouw,420.0,42.0,22.0,122.70294117647057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,Batsman"
"riley meredith,0.0,0.0,0.0,0.0,18.0,0.0,60.4,9.496470588235294,149.0,0.0,0.0,0.0,450.0,Bowler"
"rinku singh,827.0,62.0,44.0,144.58757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,Batsman"
"ripal patel,80.0,6.0,2.0,121.46428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,Batsman"
"rishabh pant (c)â€ ,1205.0,113.0,51.0,142.64166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,Batsman"
"rishabh pant â€ ,343.0,31.0,9.0,106.38928571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,Batsman"
"rishi dhawan,57.0,5.0,3.0,73.52166666666666,5.0,0.0,25.0,7.533333333333334,54.0,0.0,0.0,0.0,193.0,Batsman"
"riyan parag,1013.0,67.0,55.0,113.61685185185186,2.0,0.0,13.0,2.564814814814815,15.0,0.0,0.0,0.0,1240.0,Batsman"
"robin uthappa,541.0,46.0,26.0,111.43592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,Batsman"
"rohit sharma,437.0,46.0,25.0,111.70588235294117,0.0,0.0,1.1,1.9411764705882353,0.0,0.0,0.0,0.0,533.0,Batsman"
"rohit sharma (c),1293.0,122.0,61.0,106.34351851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.0,Batsman"
"romario shepherd,115.0,7.0,10.0,124.66600000000001,4.0,0.0,21.0,10.775,41.0,0.0,0.0,0.0,242.0,Batsman"
"rovman powell,360.0,21.0,28.0,119.12636363636362,1.0,0.0,3.0,1.1818181818181819,4.0,0.0,0.0,0.0,462.0,Batsman"
"ruturaj gaikwad,1797.0,159.0,73.0,110.74156862745097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.0,Batsman"
"ruturaj gaikwad (c),583.0,58.0,18.0,111.84214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,Batsman"
"sai kishore,13.0,0.0,2.0,24.073333333333334,13.0,0.0,27.0,9.731111111111112,50.0,0.0,0.0,0.0,342.0,Bowler"
"sai sudharsan,1034.0,95.0,31.0,132.2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,Batsman"
"sam billings,39.0,1.0,2.0,103.47999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Batsman"
"sam billings â€ ,130.0,8.0,8.0,129.98333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,Batsman"
"sam curran,567.0,41.0,27.0,87.78333333333333,43.0,0.0,143.5,9.317777777777778,303.0,0.0,0.0,0.0,1737.0,Allrounder"
"sam curran (c),221.0,20.0,7.0,110.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,Batsman"
"sameer rizvi,51.0,4.0,2.0,106.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Batsman"
"sandeep sharma,22.0,2.0,0.0,10.079285714285716,35.0,0.0,147.3,7.484047619047619,334.0,0.0,0.0,0.0,899.0,Bowler"
"sandeep warrier,0.0,0.0,0.0,0.0,6.0,0.0,16.0,11.784285714285714,45.0,0.0,0.0,0.0,150.0,Unknown"
"sanjay yadav,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5,6.0,0.0,0.0,0.0,0.0,Unknown"
"sanju samson,153.0,9.0,9.0,103.28857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,Batsman"
"sanju samson (c)â€ ,1835.0,161.0,91.0,127.22183333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178.0,Batsman"
"sanju samson â€ ,222.0,12.0,17.0,130.12857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,Batsman"
"sanvir singh,25.0,2.0,1.0,102.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,Batsman"
"sarfaraz khan,140.0,12.0,3.0,88.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,Batsman"
"sarfaraz khan â€ ,4.0,1.0,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Batsman"
"saurabh tiwary,218.0,18.0,5.0,123.19888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,Batsman"
"saurav chauhan,18.0,1.0,1.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,Batsman"
"sean abbott,7.0,0.0,1.0,140.0,1.0,0.0,4.0,11.75,7.0,0.0,0.0,0.0,34.0,Allrounder"
"shahbaz ahmed,215.0,7.0,13.0,35.439069767441865,21.0,0.0,89.3,10.11860465116279,149.0,0.0,0.0,0.0,773.0,Unknown"
"shahbaz nadeem,7.0,1.0,0.0,27.776666666666667,3.0,0.0,14.0,6.833333333333333,24.0,0.0,0.0,0.0,83.0,Batsman"
"shai hope,183.0,12.0,12.0,147.03555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,Batsman"
"shakib al hasan,47.0,3.0,1.0,51.75,4.0,0.0,20.0,4.78125,42.0,0.0,0.0,0.0,152.0,Unknown"
"shamar joseph,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.75,12.0,0.0,0.0,0.0,0.0,Unknown"
"shams mulani,1.0,0.0,0.0,50.0,0.0,0.0,5.0,12.25,7.0,0.0,0.0,0.0,1.0,Batsman"
"shane watson,299.0,33.0,13.0,116.37272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,Batsman"
"shardul thakur,271.0,22.0,12.0,55.00490909090909,48.0,2.0,165.5,9.024,327.0,0.0,0.0,0.0,1541.0,Bowler"
"shashank singh,423.0,33.0,25.0,135.29000000000002,1.0,0.0,3.0,1.25,2.0,0.0,0.0,0.0,531.0,Batsman"
"sheldon cottrell,0.0,0.0,0.0,0.0,4.0,1.0,17.0,9.866,47.0,0.0,0.0,0.0,112.0,Bowler"
"sheldon jackson â€ ,23.0,0.0,1.0,74.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Batsman"
"shikhar dhawan,1657.0,176.0,40.0,111.6991304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,Batsman"
"shikhar dhawan (c),533.0,68.0,16.0,114.14294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,Batsman"
"shimron hetmyer,1153.0,72.0,75.0,140.15377049180327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,Batsman"
"shivam dube,1333.0,80.0,89.0,118.39134615384616,3.0,0.0,14.0,2.3076923076923075,20.0,0.0,0.0,0.0,1666.0,Batsman"
"shivam mavi,38.0,3.0,2.0,20.390454545454546,25.0,2.0,76.1,9.247727272727273,195.0,0.0,0.0,0.0,694.0,Bowler"
"shivam singh,2.0,0.0,0.0,66.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Batsman"
"shreevats goswami â€ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown"
"shreyas gopal,53.0,5.0,1.0,43.62647058823529,12.0,0.0,51.0,8.915882352941177,93.0,0.0,0.0,0.0,360.0,Bowler"
"shreyas iyer,175.0,7.0,5.0,69.02000000000001,0.0,0.0,1.0,0.7777777777777778,4.0,0.0,0.0,0.0,192.0,Batsman"
"shreyas iyer (c),1271.0,115.0,41.0,129.38777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.0,Batsman"
"shubham dubey,33.0,3.0,2.0,113.88666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Batsman"
"shubman gill,2291.0,230.0,65.0,118.4884375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,Batsman"
"shubman gill (c),426.0,37.0,15.0,128.73833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,Batsman"
"siddarth kaul,8.0,1.0,0.0,19.258888888888887,8.0,0.0,33.2,9.61,70.0,0.0,0.0,0.0,209.0,Bowler"
"sikandar raza,182.0,12.0,8.0,124.7688888888889,3.0,0.0,14.0,7.906666666666666,22.0,0.0,0.0,0.0,285.0,Batsman"
"simarjeet singh,7.0,0.0,0.0,26.665999999999997,9.0,0.0,28.0,8.474,79.0,0.0,0.0,0.0,232.0,Unknown"
"sisanda magala,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.125,6.0,0.0,0.0,0.0,25.0,Unknown"
"spencer johnson,6.0,1.0,0.0,40.0,4.0,0.0,16.0,9.9,35.0,0.0,0.0,0.0,107.0,Allrounder"
"srikar bharat,8.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Batsman"
"steven smith,152.0,13.0,2.0,105.86857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,Batsman"
"steven smith (c),311.0,32.0,9.0,111.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,Batsman"
"sumit kumar,18.0,2.0,1.0,79.62666666666667,0.0,0.0,3.2,7.916666666666667,4.0,0.0,0.0,0.0,22.0,Batsman"
"sunil narine,763.0,71.0,53.0,92.17555555555556,49.0,0.0,225.0,6.617619047619048,486.0,0.0,0.0,0.0,2165.0,Allrounder"
"suresh raina,160.0,13.0,9.0,106.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,Batsman"
"suryakumar yadav,2007.0,221.0,80.0,130.99285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388.0,Batsman"
"suryakumar yadav (c),43.0,4.0,3.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,Batsman"
"suyash prabhudessai,24.0,3.0,0.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Batsman"
"suyash sharma,0.0,0.0,0.0,0.0,5.0,0.0,35.0,9.453636363636365,72.0,0.0,0.0,0.0,125.0,Unknown"
"swapnil singh,39.0,3.0,3.0,82.40666666666667,6.0,0.0,17.0,8.257777777777777,29.0,0.0,0.0,0.0,198.0,Batsman"
"t natarajan,3.0,0.0,0.0,1.5,54.0,2.0,179.2,8.6556,344.0,0.0,0.0,0.0,1377.0,Bowler"
"tabraiz shamsi,2.0,0.0,0.0,50.0,0.0,0.0,4.0,8.5,2.0,0.0,0.0,0.0,2.0,Batsman"
"tanush kotian,24.0,3.0,0.0,77.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Batsman"
"tilak varma,1156.0,90.0,58.0,138.8555263157895,0.0,0.0,3.4,0.8421052631578947,8.0,0.0,0.0,0.0,1362.0,Batsman"
"tim david,658.0,38.0,46.0,149.78088235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,Batsman"
"tim seifert,26.0,4.0,0.0,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,Batsman"
"tim southee,5.0,0.0,0.0,13.846153846153847,16.0,0.0,47.0,7.833076923076923,107.0,0.0,0.0,0.0,405.0,Bowler"
"tom banton,18.0,1.0,1.0,95.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,Batsman"
"tom curran,104.0,7.0,3.0,126.58714285714287,6.0,0.0,21.8,8.741428571428571,37.0,0.0,0.0,0.0,267.0,Batsman"
"tom kohler-cadmore,48.0,7.0,1.0,91.36333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,Batsman"
"travis head,567.0,64.0,32.0,141.2686666666667,0.0,0.0,1.4,1.28,2.0,0.0,0.0,0.0,695.0,Batsman"
"trent boult,71.0,5.0,2.0,22.641774193548386,72.0,10.0,222.2,7.705,618.0,0.0,0.0,0.0,2000.0,Bowler"
"tristan stubbs,405.0,26.0,26.0,129.88333333333333,4.0,0.0,4.0,1.2222222222222223,9.0,0.0,0.0,0.0,583.0,Batsman"
"tushar deshpande,21.0,2.0,1.0,7.516176470588236,39.0,0.0,122.5,9.25235294117647,291.0,0.0,0.0,0.0,1000.0,Bowler"
"tymal mills,0.0,0.0,0.0,0.0,6.0,0.0,17.0,11.464,30.0,0.0,0.0,0.0,150.0,Bowler"
"umesh yadav,86.0,5.0,5.0,50.65037037037037,23.0,2.0,85.0,8.119259259259259,230.0,0.0,0.0,0.0,700.0,Bowler"
"umran malik,23.0,1.0,2.0,16.5625,27.0,1.0,72.1,10.175416666666667,183.0,0.0,0.0,0.0,715.0,Bowler"
"vaibhav arora,9.0,0.0,0.0,28.069999999999997,19.0,0.0,61.5,9.44421052631579,148.0,0.0,0.0,0.0,484.0,Bowler"
"varun aaron,1.0,0.0,0.0,12.5,2.0,0.0,9.0,10.4375,16.0,0.0,0.0,0.0,51.0,Unknown"
"varun chakravarthy,25.0,2.0,0.0,8.98126984126984,68.0,1.0,222.0,7.371428571428571,502.0,0.0,0.0,0.0,1739.0,Bowler"
"venkatesh iyer,1326.0,121.0,61.0,125.13836734693876,3.0,0.0,12.3,1.903061224489796,15.0,0.0,0.0,0.0,1644.0,Batsman"
"vidwath kaverappa,0.0,0.0,0.0,0.0,2.0,0.0,4.0,9.0,11.0,0.0,0.0,0.0,50.0,Bowler"
"vijay shankar,558.0,46.0,21.0,102.07029411764705,6.0,0.0,23.8,2.5291176470588232,53.0,0.0,0.0,0.0,796.0,Batsman"
"vijayakanth viyaskanth,7.0,0.0,0.0,46.666666666666664,1.0,0.0,10.0,9.0,19.0,0.0,0.0,0.0,32.0,Batsman"
"vijaykumar vyshak,1.0,0.0,0.0,4.545454545454546,13.0,0.0,38.3,10.338181818181818,64.0,0.0,0.0,0.0,326.0,Bowler"
"virat kohli,741.0,62.0,38.0,155.59666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,Batsman"
"virat singh,15.0,1.0,0.0,60.114999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,Batsman"
"vishnu vinod,32.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,Batsman"
"vishnu vinod â€ ,5.0,0.0,0.0,71.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Batsman"
"vivrant sharma,69.0,9.0,2.0,73.4,0.0,0.0,3.0,14.0,5.0,0.0,0.0,0.0,82.0,Batsman"
"wanindu hasaranga,0.0,0.0,0.0,0.0,35.0,1.0,92.0,8.310384615384615,209.0,0.0,0.0,0.0,887.0,Bowler"
"washington sundar,161.0,15.0,3.0,39.12594594594594,21.0,1.0,110.4,7.602702702702703,223.0,0.0,0.0,0.0,719.0,Unknown"
"wayne parnell,0.0,0.0,0.0,0.0,9.0,0.0,25.1,9.321428571428571,56.0,0.0,0.0,0.0,225.0,Bowler"
"will jacks,230.0,16.0,18.0,142.11,2.0,0.0,9.0,6.895,11.0,0.0,0.0,0.0,332.0,Batsman"
"wriddhiman saha â€ ,1169.0,136.0,28.0,103.5528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.0,Batsman"
"yash dayal,0.0,0.0,0.0,0.0,27.0,0.0,88.1,9.787307692307692,209.0,0.0,0.0,0.0,675.0,Bowler"
"yash dhull,16.0,1.0,0.0,53.88666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Batsman"
"yash thakur,0.0,0.0,0.0,0.0,24.0,1.0,64.4,10.592222222222222,132.0,0.0,0.0,0.0,612.0,Bowler"
"yashasvi jaiswal,1607.0,198.0,64.0,128.76865384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933.0,Batsman"
"yudhvir singh,22.0,1.0,2.0,80.0,4.0,0.0,12.0,10.766,30.0,0.0,0.0,0.0,127.0,Bowler"
"yuzvendra chahal,5.0,0.0,0.0,0.8928571428571429,100.0,1.0,261.6,7.8458571428571435,523.0,0.0,0.0,0.0,2517.0,Bowler"
